metric_id,brand_id,visit_date,page_views,unique_visitors,bounce_rate
670,3,2025-07-17,8790,1474,0.57
671,3,2025-06-07,3871,4106,0.32
672,2,2025-12-25,1185,2024,0.64
673,3,2025-05-11,2123,3322,0.6
674,2,2025-09-01,5160,1646,0.42
675,1,2025-10-30,2560,4511,0.68
676,1,2025-03-02,5220,297,0.65
677,1,2025-11-15,2729,3017,0.28
678,4,2025-01-25,8735,1036,0.52
679,3,2025-11-10,5470,3365,0.41
680,4,2025-01-31,4373,3891,0.23
681,1,2025-02-10,4771,2130,0.58
682,4,2025-09-22,7970,3209,0.25
683,2,2025-06-22,4422,2831,0.41
684,3,2025-05-25,3209,1232,0.29
685,3,2025-05-10,7128,3370,0.22
686,4,2025-07-26,9956,211,0.55
687,1,2025-02-03,3025,3317,0.26
688,2,2025-06-22,9591,1004,0.42
689,3,2025-11-11,9414,3237,0.57
690,3,2025-12-01,1445,2746,0.77
691,4,2025-07-12,7622,263,0.53
692,4,2025-03-17,6544,2418,0.6
693,3,2025-06-20,9774,4024,0.77
694,3,2025-06-25,7519,744,0.3
695,3,2025-12-22,1243,870,0.65
696,3,2025-10-23,3428,415,0.73
697,1,2025-02-11,1966,3127,0.22
698,4,2025-10-07,4928,1598,0.21
699,2,2025-11-05,8020,1319,0.67
700,1,2025-03-02,5424,2022,0.35
701,2,2025-12-18,8983,1325,0.38
702,1,2025-01-20,9471,3144,0.48
703,4,2025-09-13,5231,1104,0.6
704,2,2025-05-16,2942,1903,0.22
705,4,2025-09-06,5667,4238,0.26
706,2,2025-06-14,1625,4305,0.47
707,3,2025-03-10,8648,4410,0.75
708,3,2025-09-15,6455,1535,0.39
709,3,2025-08-26,5716,2851,0.58
710,3,2025-10-30,5659,2413,0.26
711,3,2025-08-25,7397,642,0.37
712,4,2025-10-26,5200,2127,0.2
713,3,2025-03-20,7125,466,0.46
714,3,2025-02-01,2447,2644,0.38
715,2,2025-06-28,1316,4851,0.72
716,4,2025-03-09,3647,2233,0.67
717,3,2025-01-06,8459,4901,0.61
718,1,2025-07-16,6324,337,0.52
719,1,2025-05-25,3810,4892,0.4
720,3,2025-07-13,4949,3044,0.2
721,3,2025-01-03,3463,3386,0.41
722,4,2025-12-07,4665,4083,0.45
723,1,2025-02-22,9556,3100,0.77
724,4,2025-03-25,4357,2762,0.23
725,1,2025-04-05,4385,2464,0.38
726,1,2025-09-28,8000,3168,0.42
727,4,2025-01-18,1366,1219,0.75
728,2,2025-03-04,6063,368,0.34
729,2,2025-05-25,9934,2204,0.43
730,2,2025-07-30,1081,1466,0.73
731,1,2025-12-16,4904,3033,0.38
732,1,2025-02-12,5213,3386,0.22
733,3,2025-09-25,5519,4948,0.33
734,4,2025-06-03,7660,1816,0.39
735,1,2025-06-01,6659,641,0.42
736,3,2025-04-22,7866,1757,0.71
737,1,2025-08-19,6378,2956,0.58
738,2,2025-05-31,3550,2018,0.32
739,2,2025-11-23,3048,809,0.63
740,1,2025-10-31,1166,1976,0.53
741,4,2025-09-24,9480,413,0.73
742,4,2025-04-19,9659,4431,0.26
743,4,2025-03-23,7920,288,0.62
744,4,2025-06-16,7542,4372,0.6
745,3,2025-09-19,3715,924,0.46
746,1,2025-02-28,9395,1951,0.34
747,1,2025-01-25,3447,4217,0.28
748,3,2025-02-23,1230,1085,0.71
749,3,2025-12-03,6397,2697,0.32
750,2,2025-08-09,6670,4432,0.56
751,3,2025-04-30,4517,4420,0.73
752,2,2025-03-02,5686,1958,0.71
753,2,2025-06-25,8974,303,0.25
754,3,2025-09-03,6541,4469,0.37
755,4,2025-10-13,790,488,0.32
756,2,2025-12-12,3160,289,0.27
757,2,2025-06-19,9280,3465,0.24
758,1,2025-04-23,4253,4357,0.41
759,3,2025-06-27,6298,604,0.41
760,1,2025-01-04,8142,3287,0.76
761,1,2025-07-29,3108,3363,0.67
762,2,2025-08-01,5508,2056,0.45
763,4,2025-01-03,550,2306,0.58
764,1,2025-11-16,760,4306,0.22
765,2,2025-02-04,6939,2457,0.57
766,2,2025-07-19,8308,2318,0.71
767,3,2025-06-06,4856,1344,0.42
768,4,2025-07-10,4019,939,0.47
769,1,2025-12-27,6443,2091,0.47
770,3,2025-06-04,6137,3353,0.33
771,2,2025-04-20,3742,2308,0.31
772,3,2025-03-26,9565,807,0.57
773,1,2025-12-15,901,1580,0.35
774,1,2025-11-24,2671,3880,0.48
775,1,2025-06-14,7018,1288,0.42
776,3,2025-05-03,9413,4069,0.38
777,1,2025-11-11,2618,4320,0.39
778,3,2025-10-02,2031,4165,0.78
779,2,2025-04-26,4653,1416,0.25
780,3,2025-12-02,5206,4073,0.53
781,1,2025-09-18,7586,4131,0.27
782,1,2025-02-11,7341,4500,0.78
783,1,2025-02-09,3002,3344,0.72
784,2,2025-05-13,5555,909,0.38
785,3,2025-12-29,8128,2159,0.72
786,2,2025-09-21,1253,4471,0.49
787,2,2025-04-11,3146,2444,0.7
788,3,2025-10-12,8630,687,0.38
789,4,2025-02-12,4290,2474,0.38
790,3,2025-06-14,3933,2612,0.43
791,4,2025-08-21,9826,3751,0.71
792,1,2025-08-25,2115,880,0.21
793,3,2025-10-26,3210,806,0.79
794,1,2025-07-04,6322,4628,0.52
795,2,2025-09-21,7473,4794,0.52
796,4,2025-12-14,8826,4727,0.79
797,2,2025-10-16,4385,3242,0.26
798,2,2025-01-28,5885,1552,0.3
799,3,2025-03-11,5188,3162,0.47
800,2,2025-11-20,8194,3494,0.53
801,1,2025-12-02,1919,1957,0.7
802,3,2025-05-04,1382,4139,0.31
803,1,2025-08-03,1790,2472,0.31
804,2,2025-05-20,6367,3789,0.77
805,3,2025-01-16,4987,3264,0.72
806,1,2025-05-18,4297,1787,0.2
807,4,2025-07-10,4796,4359,0.47
808,3,2025-05-15,9194,940,0.78
809,3,2025-03-17,1705,3646,0.43
810,3,2025-07-12,2023,3792,0.29
811,4,2025-08-24,3025,827,0.66
812,4,2025-12-03,2363,4133,0.72
813,3,2025-04-27,3123,1621,0.69
814,2,2025-02-23,5153,2908,0.32
815,1,2025-03-17,7142,2799,0.25
816,3,2025-08-04,2113,4682,0.6
817,3,2025-08-15,671,428,0.51
818,2,2025-04-09,722,2438,0.66
819,1,2025-05-06,7018,1076,0.62
820,1,2025-02-11,8086,4639,0.68
821,4,2025-07-15,9939,853,0.34
822,1,2025-03-21,8685,380,0.79
823,4,2025-04-09,1753,2931,0.47
824,3,2025-01-09,2472,3659,0.71
825,1,2025-05-28,5751,3751,0.48
826,4,2025-05-24,8565,4679,0.52
827,1,2025-05-27,9518,1657,0.21
828,3,2025-10-17,8952,3197,0.48
829,3,2025-11-30,1581,2962,0.77
830,3,2025-01-06,1866,3212,0.76
831,4,2025-04-11,9635,2984,0.25
832,1,2025-11-19,6734,4215,0.79
833,4,2025-09-19,4953,4388,0.79
834,3,2025-11-01,4635,3507,0.72
835,4,2025-06-22,8004,1020,0.62
836,4,2025-03-13,5684,2579,0.21
837,2,2025-11-12,3789,2552,0.78
838,4,2025-03-19,3717,3334,0.55
839,3,2025-05-08,2057,2001,0.69
840,3,2025-05-07,858,572,0.26
841,3,2025-07-06,1576,1394,0.3
842,3,2025-02-11,1516,1626,0.33
843,4,2025-03-31,3598,562,0.32
844,1,2025-08-01,8125,3415,0.77
845,1,2025-08-12,542,4900,0.44
846,2,2025-05-28,2862,4814,0.78
847,2,2025-07-05,9803,3124,0.32
848,4,2025-10-05,2446,245,0.63
849,3,2025-09-19,3469,3844,0.28
850,2,2025-12-10,7585,3451,0.48
851,3,2025-03-08,744,3180,0.76
852,4,2025-09-12,771,2170,0.47
853,2,2025-05-03,4684,3267,0.79
854,1,2025-04-15,8962,1869,0.2
855,4,2025-03-18,2773,4817,0.36
856,1,2025-05-18,1345,2479,0.77
857,4,2025-04-25,2940,4982,0.38
858,4,2025-02-16,1881,4986,0.76
859,4,2025-09-13,7905,4484,0.67
860,1,2025-12-12,4913,3865,0.29
861,2,2025-01-10,9194,4604,0.53
862,2,2025-09-12,9974,3826,0.54
863,4,2025-12-29,9699,3807,0.49
864,1,2025-07-22,3255,2658,0.61
865,3,2025-08-07,4574,914,0.23
866,2,2025-02-16,9896,1978,0.69
867,1,2025-12-19,4019,3509,0.48
868,3,2025-12-12,1082,1710,0.8
869,3,2025-01-23,4817,1404,0.5
870,2,2025-11-05,8922,1199,0.77
871,1,2025-08-31,5063,1740,0.22
872,4,2025-11-07,5444,4633,0.67
873,2,2025-12-09,5915,2716,0.41
874,2,2025-04-22,6367,4661,0.69
875,4,2025-04-09,6541,4741,0.26
876,4,2025-08-09,8794,4718,0.61
877,3,2025-05-31,7698,2315,0.53
878,2,2025-10-04,3612,1600,0.67
879,4,2025-08-22,3204,2941,0.2
880,4,2025-08-10,8065,966,0.76
881,4,2025-08-03,2772,3369,0.42
882,3,2025-12-03,7172,3767,0.68
883,2,2025-08-14,6151,408,0.25
884,4,2025-01-22,1119,1023,0.29
885,3,2025-01-04,2379,4742,0.26
886,4,2025-12-03,7976,3454,0.31
887,1,2025-12-19,7050,1535,0.45
888,2,2025-11-13,6671,4795,0.36
889,2,2025-12-21,3063,586,0.43
890,1,2025-07-24,1610,484,0.75
891,2,2025-08-09,4708,1956,0.31
892,3,2025-07-31,569,3018,0.68
893,4,2025-08-06,2925,4895,0.69
894,1,2025-01-02,8553,1616,0.66
895,4,2025-10-21,8562,1909,0.24
896,4,2025-12-12,7612,589,0.39
897,4,2025-10-19,783,1926,0.47
898,3,2025-07-02,8291,800,0.55
899,1,2025-01-23,7649,4106,0.32
900,2,2025-02-13,1712,2282,0.29
901,1,2025-11-10,5061,402,0.48
902,1,2025-09-03,7655,3316,0.69
903,2,2025-03-02,663,4251,0.23
904,2,2025-03-17,5283,1616,0.48
905,2,2025-08-17,2842,2638,0.49
906,4,2025-01-23,5371,4860,0.28
907,2,2025-07-22,7792,996,0.45
908,3,2025-12-05,963,2495,0.71
909,3,2025-10-08,4818,1160,0.36
910,3,2025-01-04,6459,3713,0.38
911,4,2025-09-10,8382,851,0.69
912,1,2025-11-14,2784,565,0.43
913,2,2025-07-02,8595,3122,0.58
914,4,2025-02-16,4975,4030,0.39
915,4,2025-05-09,6332,3628,0.37
916,4,2025-04-21,6678,3450,0.76
917,3,2025-03-11,2020,2000,0.38
918,1,2025-06-12,5060,299,0.33
919,3,2025-10-19,3144,1106,0.45
920,3,2025-07-03,3770,1312,0.72
921,3,2025-08-06,2682,1182,0.38
922,1,2025-12-24,767,2526,0.54
923,2,2025-07-22,1202,632,0.4
924,1,2025-02-17,9684,1772,0.45
925,1,2025-08-03,7058,4961,0.23
926,1,2025-03-31,4217,4142,0.45
927,2,2025-02-16,7992,4923,0.65
928,1,2025-07-19,8017,4614,0.33
929,3,2025-11-14,778,4647,0.23
930,3,2025-12-12,5937,682,0.59
931,2,2025-07-18,4962,3250,0.27
932,4,2025-08-12,1112,1230,0.64
933,3,2025-10-02,2945,557,0.6
934,3,2025-03-06,5764,221,0.77
935,1,2025-10-17,2085,3148,0.4
936,3,2025-03-11,6535,4873,0.67
937,3,2025-11-25,7699,1111,0.46
938,3,2025-07-18,4050,3305,0.69
939,1,2025-03-26,1913,1094,0.59
940,1,2025-09-17,2627,4688,0.23
941,2,2025-10-14,6318,1847,0.52
942,4,2025-11-24,5201,2391,0.79
943,1,2025-05-04,9995,1478,0.69
944,4,2025-07-10,1700,2752,0.7
945,1,2025-11-28,2130,2610,0.74
946,4,2025-03-22,8669,1656,0.43
947,1,2025-04-22,4342,4117,0.21
948,1,2025-06-22,3923,4665,0.7
949,3,2025-07-04,1181,1872,0.42
950,4,2025-05-08,4164,920,0.32
951,1,2025-10-14,2420,1862,0.68
952,1,2025-09-27,5584,1820,0.35
953,4,2025-06-19,6860,1249,0.7
954,1,2025-09-18,6679,1660,0.25
955,2,2025-03-02,5021,2312,0.21
956,4,2025-12-29,1759,2587,0.45
957,1,2025-01-08,2648,276,0.41
958,3,2025-02-28,9640,2505,0.35
959,4,2025-06-23,4102,1839,0.46
960,1,2025-12-16,8356,2626,0.51
961,2,2025-01-14,3594,3226,0.34
962,2,2025-05-25,5010,716,0.72
963,3,2025-11-04,8715,440,0.6
964,4,2025-01-25,6231,3366,0.42
965,2,2025-07-11,5872,2337,0.51
966,2,2025-04-15,7476,4775,0.65
967,4,2025-11-15,2808,1827,0.74
968,3,2025-04-08,8470,217,0.75
969,1,2025-04-29,3870,543,0.62
970,1,2025-04-28,2585,4833,0.35
971,3,2025-06-16,4568,3368,0.46
972,4,2025-09-22,2102,1950,0.65
973,4,2025-09-30,9004,3448,0.35
974,4,2025-07-12,5542,4209,0.21
975,1,2025-09-29,1868,2553,0.32
976,3,2025-02-22,3626,2062,0.54
977,2,2025-05-17,3288,4392,0.7
978,2,2025-04-02,8875,1186,0.66
979,4,2025-06-25,6757,312,0.38
980,2,2025-03-21,8112,2506,0.38
981,4,2025-12-21,6801,2498,0.53
982,2,2025-08-30,6024,4292,0.51
983,2,2025-02-17,3043,2396,0.72
984,3,2025-10-25,4297,2863,0.66
985,4,2025-03-26,8971,2758,0.33
986,2,2025-03-03,4152,3389,0.22
987,2,2025-05-28,3716,4646,0.62
988,2,2025-02-16,2296,1324,0.55
989,4,2025-01-07,8729,4056,0.37
990,3,2025-06-29,7375,321,0.72
991,1,2025-02-01,9388,3570,0.5
992,4,2025-06-29,3497,4089,0.56
993,3,2025-04-10,2367,1646,0.56
994,4,2025-08-02,5778,2531,0.51
995,2,2025-05-09,8617,1223,0.54
996,3,2025-02-24,1821,1196,0.57
997,3,2025-11-04,4224,3470,0.38
998,4,2025-05-03,3134,4938,0.26
999,3,2025-07-25,1210,1152,0.68
1000,4,2025-01-08,531,4759,0.31
1001,2,2025-11-15,6676,1103,0.48
1002,2,2025-07-03,8888,4673,0.28
1003,3,2025-01-12,4798,1597,0.77
1004,1,2025-02-06,8807,438,0.36
1005,3,2025-02-20,1999,1639,0.76
1006,3,2025-11-01,3140,1094,0.58
1007,4,2025-07-27,5551,3833,0.76
1008,4,2025-09-04,6914,3000,0.27
1009,2,2025-05-04,886,2682,0.48
1010,2,2025-09-23,7924,1208,0.59
1011,2,2025-06-28,870,3286,0.67
1012,2,2025-11-04,2749,260,0.76
1013,2,2025-06-25,8927,1181,0.67
1014,4,2025-02-16,5923,879,0.57
1015,4,2025-02-09,3482,2362,0.42
1016,3,2025-12-14,6496,3166,0.5
1017,4,2025-10-03,4316,3175,0.56
1018,3,2025-06-30,3065,1588,0.56
1019,4,2025-04-27,1045,1691,0.42
1020,3,2025-07-02,9680,2818,0.75
1021,3,2025-10-22,3084,511,0.39
1022,4,2025-09-30,9967,1106,0.31
1023,4,2025-05-15,4404,2235,0.59
1024,2,2025-05-11,968,3709,0.65
1025,2,2025-09-16,1338,228,0.58
1026,4,2025-11-17,6297,3116,0.73
1027,4,2025-05-24,3595,1286,0.56
1028,3,2025-02-01,2456,3419,0.71
1029,2,2025-11-24,6200,3666,0.58
1030,4,2025-08-14,9634,3283,0.32
1031,3,2025-04-23,1334,2139,0.59
1032,2,2025-06-02,6941,2193,0.77
1033,4,2025-01-23,1383,1244,0.43
1034,4,2025-11-01,7977,2932,0.76
1035,3,2025-12-20,5966,2054,0.78
1036,1,2025-04-02,9538,3530,0.4
1037,3,2025-09-28,3553,4352,0.51
1038,4,2025-06-14,2517,3854,0.29
1039,3,2025-05-31,1449,285,0.35
1040,3,2025-11-14,500,3261,0.72
1041,2,2025-04-04,7888,429,0.7
1042,3,2025-11-15,8311,907,0.55
1043,3,2025-01-21,9769,3844,0.35
1044,1,2025-12-20,8310,607,0.46
1045,3,2025-12-05,8245,788,0.58
1046,3,2025-09-04,5216,3624,0.26
1047,3,2025-07-15,5978,1694,0.7
1048,3,2025-02-11,993,1326,0.77
1049,2,2025-12-03,2360,3164,0.53
1050,1,2025-09-04,992,4410,0.78
1051,2,2025-03-01,6246,1761,0.27
1052,4,2025-02-07,5796,1210,0.41
1053,2,2025-10-16,3860,2353,0.4
1054,1,2025-03-24,9752,3662,0.22
1055,4,2025-11-22,4052,4199,0.71
1056,4,2025-06-17,8160,299,0.59
1057,1,2025-06-17,663,3706,0.23
1058,3,2025-11-30,7377,2573,0.22
1059,1,2025-11-15,9353,2076,0.31
1060,3,2025-12-19,2093,2607,0.64
1061,1,2025-05-12,832,2439,0.32
1062,2,2025-07-19,4188,1029,0.47
1063,2,2025-08-04,7598,1094,0.41
1064,3,2025-10-11,3040,2578,0.59
1065,1,2025-11-26,4565,2334,0.25
1066,1,2025-10-21,7296,4698,0.54
1067,4,2025-06-24,9339,1995,0.4
1068,2,2025-05-03,4429,4597,0.32
1069,4,2025-04-18,9448,2853,0.44
1070,4,2025-02-21,4897,2862,0.65
1071,3,2025-05-20,1346,1963,0.73
1072,3,2025-04-23,9799,3713,0.4
1073,1,2025-09-29,4499,2271,0.72
1074,3,2025-02-18,4066,240,0.48
1075,3,2025-07-15,7947,4314,0.36
1076,1,2025-10-05,4331,678,0.49
1077,4,2025-11-02,5572,3363,0.69
1078,1,2025-01-30,2949,4756,0.45
1079,1,2025-11-21,8817,2247,0.47
1080,1,2025-12-14,8867,795,0.67
1081,1,2025-01-09,4088,4072,0.52
1082,1,2025-11-04,1220,2533,0.48
1083,3,2025-08-11,4645,2291,0.39
1084,2,2025-01-20,2697,3059,0.44
1085,2,2025-11-15,1553,4810,0.61
1086,3,2025-11-22,1917,262,0.54
1087,3,2025-01-13,2660,3493,0.41
1088,2,2025-11-24,7161,2997,0.41
1089,3,2025-05-22,3328,289,0.71
1090,1,2025-04-02,8894,4641,0.65
1091,4,2025-02-05,7403,2644,0.65
1092,1,2025-07-26,4431,3950,0.74
1093,2,2025-10-10,3428,4353,0.42
1094,4,2025-03-09,3611,840,0.7
1095,3,2025-03-17,4295,3108,0.37
1096,1,2025-12-08,8565,1845,0.29
1097,4,2024-12-31,1681,534,0.34
1098,4,2025-05-13,4547,924,0.26
1099,2,2025-07-20,3665,3924,0.79
1100,3,2025-03-08,4092,1907,0.4
1101,3,2025-11-02,6184,757,0.58
1102,3,2025-12-10,827,4254,0.36
1103,4,2025-05-02,2701,2062,0.55
1104,1,2025-11-07,9098,4335,0.29
1105,1,2025-05-20,6689,463,0.39
1106,3,2025-07-21,9271,3994,0.8
1107,1,2025-08-24,2860,3219,0.33
1108,4,2025-05-05,7156,3529,0.49
1109,2,2025-10-24,6615,2421,0.55
1110,4,2025-12-15,8460,262,0.31
1111,4,2025-09-12,8617,1240,0.33
1112,1,2025-06-29,7966,1156,0.79
1113,1,2025-06-07,7641,1673,0.56
1114,4,2025-04-07,3470,4112,0.34
1115,2,2025-04-06,9736,681,0.59
1116,3,2025-10-04,7004,4641,0.39
1117,3,2025-08-04,6957,224,0.58
1118,4,2025-04-15,9135,4905,0.4
1119,2,2025-10-17,1652,831,0.6
1120,2,2025-09-25,1017,2476,0.38
1121,1,2025-04-30,5830,1922,0.38
1122,3,2025-05-31,4624,3067,0.65
1123,3,2025-07-24,7294,1579,0.35
1124,3,2025-01-14,5270,990,0.44
1125,2,2025-11-14,7459,3366,0.66
1126,3,2025-11-12,8477,650,0.23
1127,2,2025-09-09,7719,330,0.35
1128,4,2025-08-16,2548,1156,0.28
1129,1,2025-05-27,6966,375,0.42
1130,1,2025-01-09,9271,2870,0.45
1131,1,2025-10-24,9661,4963,0.26
1132,4,2025-12-04,8705,4352,0.5
1133,4,2025-10-19,5013,1431,0.77
1134,4,2025-07-15,4349,346,0.78
1135,4,2025-05-08,2890,1441,0.43
1136,4,2025-06-13,7790,2048,0.37
1137,3,2025-04-07,7648,708,0.25
1138,3,2025-12-12,1234,4535,0.42
1139,3,2025-08-14,9926,752,0.63
1140,4,2025-07-04,1606,3777,0.74
1141,2,2025-11-04,2842,3813,0.24
1142,3,2025-10-19,7148,959,0.49
1143,4,2025-05-04,1485,4992,0.46
1144,2,2025-01-07,8275,1349,0.73
1145,1,2025-05-21,4682,4634,0.59
1146,3,2025-08-20,8079,840,0.35
1147,2,2025-01-24,5843,4737,0.25
1148,4,2025-09-15,4655,4741,0.73
1149,2,2025-12-21,1081,2687,0.61
1150,2,2025-06-17,2852,3247,0.59
1151,4,2025-03-15,2385,2928,0.35
1152,2,2025-12-27,6129,4759,0.67
1153,1,2025-03-30,8686,3312,0.3
1154,3,2025-12-29,5099,3710,0.43
1155,1,2025-11-28,1072,3761,0.78
1156,1,2025-03-12,6194,4356,0.71
1157,4,2025-11-14,9170,1860,0.63
1158,4,2025-07-17,3661,3705,0.79
1159,1,2025-07-30,6342,341,0.6
1160,1,2025-03-18,8357,4780,0.42
1161,1,2025-09-05,8100,2664,0.65
1162,2,2025-06-16,1725,1648,0.4
1163,3,2025-10-06,6843,998,0.78
1164,1,2025-10-25,5604,719,0.4
1165,2,2025-11-26,3048,861,0.68
1166,2,2025-09-13,9450,3924,0.32
1167,1,2025-01-15,6829,518,0.68
1168,2,2025-04-16,7772,3138,0.77
1169,2,2025-05-05,8063,3210,0.46
1170,3,2025-02-04,2185,377,0.53
1171,3,2025-06-24,2759,457,0.49
1172,3,2025-02-22,4964,250,0.32
1173,4,2025-08-18,5397,852,0.32
1174,2,2025-12-19,8897,2284,0.64
1175,3,2025-10-12,2714,3267,0.39
1176,3,2025-10-27,3270,4373,0.4
1177,1,2025-08-20,1993,2125,0.65
1178,2,2025-10-16,6252,2782,0.52
1179,4,2025-11-05,4353,1929,0.64
1180,2,2025-12-25,6198,3702,0.26
1181,2,2025-11-05,1776,1214,0.6
1182,2,2025-04-22,2788,1892,0.62
1183,4,2025-05-04,1386,4391,0.31
1184,1,2025-09-13,6569,1641,0.64
1185,2,2025-11-21,2420,827,0.26
1186,1,2025-03-12,9499,1969,0.6
1187,1,2025-04-15,8398,4990,0.54
1188,2,2025-09-16,1265,717,0.31
1189,1,2025-02-11,9712,3663,0.69
1190,1,2025-10-09,792,4379,0.29
1191,4,2025-01-28,8797,1168,0.53
1192,3,2025-09-01,3841,2803,0.75
1193,4,2025-09-30,9385,2232,0.73
1194,3,2025-04-16,9692,268,0.42
1195,4,2025-04-26,7637,4298,0.22
1196,4,2025-03-21,8609,4860,0.23
1197,3,2025-08-07,7360,2340,0.36
1198,2,2025-01-29,6142,4909,0.52
1199,4,2025-08-13,8925,2439,0.22
1200,2,2025-01-13,8229,439,0.73
1201,1,2025-04-26,6605,2294,0.79
1202,2,2025-02-06,4819,4741,0.55
1203,1,2025-11-14,5434,3998,0.43
1204,2,2025-06-08,3616,1082,0.4
1205,4,2025-07-01,8847,3273,0.45
1206,1,2025-08-13,1385,2219,0.7
1207,3,2025-07-09,5041,2857,0.35
1208,4,2025-03-15,3584,1611,0.74
1209,2,2025-09-10,4769,3022,0.61
1210,1,2025-04-15,1652,787,0.75
1211,3,2025-03-02,6689,3542,0.68
1212,3,2025-07-27,7445,3386,0.42
1213,3,2025-03-06,1460,4497,0.62
1214,3,2025-05-04,2513,602,0.49
1215,4,2025-11-01,2071,2303,0.72
1216,2,2025-10-06,4007,2980,0.74
1217,4,2025-12-25,6676,3073,0.51
1218,3,2025-10-03,3412,3167,0.21
1219,3,2025-08-05,4013,3762,0.21
1220,3,2025-04-01,8923,2557,0.52
1221,4,2025-11-27,9234,1095,0.5
1222,3,2025-05-19,5680,3814,0.44
1223,2,2025-05-23,3999,3752,0.56
1224,1,2025-02-08,1094,4355,0.55
1225,4,2025-09-02,1274,2008,0.45
1226,1,2025-05-06,8174,2452,0.45
1227,3,2025-09-11,3697,2636,0.76
1228,4,2025-12-03,5750,2968,0.4
1229,1,2025-11-04,3768,1892,0.32
1230,3,2025-09-05,1961,4049,0.64
1231,4,2025-01-06,5230,3660,0.62
1232,1,2025-04-18,8799,3117,0.34
1233,3,2025-12-20,2880,3404,0.74
1234,1,2025-10-29,5934,4465,0.71
1235,2,2025-06-18,3900,1586,0.32
1236,1,2025-12-07,7789,4461,0.71
1237,3,2025-05-04,8261,4413,0.61
1238,3,2025-05-30,2810,462,0.42
1239,3,2025-10-23,803,918,0.25
1240,4,2025-06-13,8867,1617,0.48
1241,4,2025-09-05,5471,578,0.25
1242,1,2025-08-08,9760,3791,0.69
1243,4,2025-08-21,2270,4703,0.75
1244,2,2025-05-07,1803,3114,0.77
1245,1,2025-09-22,2302,2416,0.52
1246,2,2025-05-05,7298,1993,0.36
1247,3,2025-05-23,4317,3240,0.47
1248,1,2025-04-02,9161,3492,0.58
1249,2,2025-07-21,5088,4070,0.78
1250,4,2025-08-06,5953,3975,0.27
1251,4,2025-09-27,7844,2363,0.76
1252,4,2025-03-01,3811,1215,0.73
1253,1,2025-05-18,1714,1248,0.35
1254,4,2025-05-18,8901,1044,0.61
1255,1,2025-07-14,6309,2414,0.76
1256,2,2025-09-09,7691,2208,0.55
1257,4,2025-05-13,831,2420,0.61
1258,3,2025-01-06,6008,4627,0.52
1259,4,2025-11-18,4048,3434,0.36
1260,2,2025-08-28,6527,4816,0.65
1261,1,2025-06-09,4470,1245,0.73
1262,4,2025-05-13,5753,2979,0.77
1263,3,2025-12-11,755,2516,0.29
1264,1,2025-01-14,9950,4183,0.55
1265,3,2025-05-09,7174,237,0.24
1266,4,2025-05-31,6896,3822,0.54
1267,2,2025-04-22,9306,1794,0.43
1268,1,2025-01-04,8592,4964,0.51
1269,1,2025-03-15,8477,4570,0.77
1270,2,2025-12-22,8689,4922,0.51
1271,2,2025-01-06,4486,4462,0.24
1272,1,2025-11-05,3600,3508,0.73
1273,3,2025-12-28,8808,1764,0.25
1274,3,2025-01-16,2955,3300,0.36
1275,4,2025-04-28,5184,2266,0.76
1276,4,2025-01-11,3666,1658,0.29
1277,3,2025-12-19,6487,2699,0.59
1278,4,2025-04-07,9029,2558,0.5
1279,1,2025-06-22,9971,2913,0.36
1280,3,2025-09-29,620,433,0.28
1281,2,2025-09-07,5477,2009,0.6
1282,1,2025-08-01,3376,2528,0.32
1283,1,2025-10-29,4529,3978,0.72
1284,2,2025-01-27,4965,1485,0.52
1285,3,2025-12-14,9867,3501,0.56
1286,4,2025-07-21,8555,2025,0.52
1287,3,2025-09-02,8125,2779,0.7
1288,1,2025-10-01,2974,297,0.49
1289,1,2025-07-21,9844,4652,0.58
1290,1,2025-07-15,6795,245,0.31
1291,2,2025-10-15,4908,4263,0.59
1292,2,2025-10-05,1877,2139,0.67
1293,2,2025-05-07,9256,338,0.24
1294,3,2025-12-25,7200,2475,0.79
1295,2,2025-03-12,4281,4790,0.77
1296,3,2025-07-16,6500,522,0.46
1297,2,2025-10-02,620,510,0.61
1298,2,2025-01-28,2596,2655,0.36
1299,1,2025-09-09,1147,3341,0.71
1300,1,2025-04-12,6578,2803,0.59
1301,4,2025-12-02,5077,1192,0.55
1302,4,2025-08-22,529,3330,0.36
1303,1,2025-06-22,2287,1214,0.51
1304,2,2025-10-04,5210,1123,0.33
1305,2,2025-03-10,6606,705,0.25
1306,2,2025-08-27,3430,1794,0.73
1307,2,2025-10-30,4060,4861,0.55
1308,2,2025-03-29,5655,4355,0.74
1309,3,2025-09-26,8608,2112,0.39
1310,2,2025-10-21,2136,2401,0.67
1311,1,2025-06-13,2025,629,0.61
1312,1,2025-02-26,6061,2032,0.61
1313,1,2025-12-30,5884,4127,0.5
1314,3,2025-01-25,3434,4625,0.25
1315,3,2025-01-30,4543,2851,0.7
1316,3,2025-01-12,2501,4877,0.48
1317,1,2025-04-26,7161,2178,0.21
1318,1,2025-03-01,2180,1084,0.41
1319,2,2025-11-02,7627,3852,0.8
1320,1,2025-01-23,5290,1098,0.77
1321,1,2025-07-29,9672,4474,0.28
1322,1,2025-06-05,4798,3050,0.43
1323,2,2025-02-02,986,409,0.57
1324,2,2025-02-10,3390,4253,0.31
1325,3,2025-10-17,9726,1875,0.57
